training,23,0,922712403,5
training,24,6.283782708673605,922712408,5
training,25,14.483855796283102,922712413,5
training,26,20.82313681868743,922712418,5
training,27,23.986651835372633,922712423,5
training,28,25.71523915461624,922712428,5
higher,35,26.837597330367075,922712433,5
higher,36,30.0,922712438,5
higher,37,32.80200222469411,922712443,5
higher,38,35.00333704115684,922712448,5
normal,39,36.604004449388206,922712453,5
higher,77,37.80422691879866,922712458,5
higher,86,52.172413793103445,922712463,5
higher,87,67.16796440489432,922712468,5
higher,88,77.97886540600666,922712473,5
higher,138,84.28476084538376,922712478,5
higher,139,104.97997775305895,922712483,5
higher,140,121.16907675194662,922712488,5
higher,163,132.02447163515018,922712493,5
higher,164,145.8587319243604,922712498,5
normal,165,155.10122358175752,922712503,5
higher,200,160.7786429365962,922712508,5
higher,223,176.23470522803115,922712513,5
higher,246,196.10901001112347,922712518,5
higher,360,218.57508342602893,922712523,5
higher,539,274.7163515016685,922712528,5
higher,560,381.54727474972185,922712533,5
higher,583,468.9655172413793,922712538,5
higher,584,531.7096774193548,922712543,5
normal,585,565.0344827586207,922712548,5
normal,623,579.0100111234705,922712553,5
higher,782,597.2046718576196,922712558,5
higher,807,667.1056729699667,922712563,5
higher,885,731.7385984427142,922712568,5
higher,886,803.0367074527253,922712573,5
normal,908,849.0200222469409,922712578,5
normal,909,880.8865406006674,922712583,5
normal,957,897.5817575083427,922712588,5
higher,1025,922.4282536151278,922712593,5
normal,1026,964.2213570634037,922712598,5
normal,1073,995.4549499443826,922712603,5
normal,1074,1031.270300333704,922712608,5
normal,1097,1054.3615127919911,922712613,5
normal,1098,1074.9977753058954,922712618,5
normal,1099,1087.5828698553946,922712623,5
normal,1120,1094.5228031145716,922712628,5
normal,1180,1105.1890989988876,922712633,5
higher,1234,1134.1935483870966,922712638,5
normal,1235,1176.1412680756396,922712643,5
normal,1236,1206.8743047830922,922712648,5
normal,1259,1225.060066740823,922712653,5
normal,1285,1241.3748609566185,922712658,5
normal,1339,1260.0889877641823,922712663,5
normal,1340,1292.3982202447164,922712668,5
normal,1341,1316.523915461624,922712673,5
normal,1342,1331.3726362625139,922712678,5
normal,1367,1338.635150166852,922712683,5
normal,1408,1350.1924360400444,922712688,5
normal,1409,1373.111234705228,922712693,5
normal,1431,1390.9299221357062,922712698,5
normal,1432,1409.9098998887653,922712703,5
normal,1433,1422.0222469410455,922712708,5
normal,1434,1428.695216907675,922712713,5
normal,1435,1432.020022246941,922712718,5
normal,1454,1433.7208008898774,922712723,5
normal,1455,1441.3248053392658,922712728,5
normal,1456,1447.7308120133482,922712733,5
normal,1457,1452.3348164627364,922712738,5
normal,1458,1455.1368186874304,922712743,5
normal,1459,1456.737486095662,922712748,5
normal,1460,1457.837597330367,922712753,5
normal,1522,1458.8375973303669,922712758,5
normal,1523,1481.8220244716351,922712763,5
normal,1564,1501.142380422692,922712768,5
normal,1587,1528.7719688542825,922712773,5
normal,1588,1555.8209121245827,922712778,5
normal,1589,1573.4727474972192,922712783,5
